Mon Sep 12 17:34:44 2022,14155.0,13401.0,754.0,0.00768268024603442,0.008843146911526501,741.9,742.1291666666667,0,0,0,0,0,0,

Mon Sep 12 17:34:45 2022,14155.0,13401.0,754.0,0.00787741589351394,0.008907464614496234,742.0875,742.1916666666667,0,0,0,0,0,0,

Mon Sep 12 17:34:46 2022,14155.0,13401.0,754.0,0.008069087861190118,0.00897147406627101,742.275,742.2541666666667,0,0,0,0,0,0,

Mon Sep 12 17:34:47 2022,14155.0,13401.0,754.0,0.008252238937974415,0.009033403199003066,742.475,742.3208333333333,0,0,0,0,0,0,

Mon Sep 12 17:34:48 2022,14155.0,13405.0,750.0,0.008432224338600575,0.0090950365384895,742.675,742.3875,0,0,0,0,0,0,

Mon Sep 12 17:34:49 2022,14155.0,13405.0,750.0,0.008547021270738692,0.009135450722847473,742.8125,742.4333333333333,0,0,0,0,0,0,

Mon Sep 12 17:34:50 2022,14155.0,13405.0,750.0,0.008659619223368619,0.00917565068293188,742.95,742.4791666666666,0,0,0,0,0,0,

Mon Sep 12 17:34:51 2022,14155.0,13405.0,750.0,0.008770013109508269,0.009215634467016688,743.0875,742.525,0,0,0,0,0,0,

Mon Sep 12 17:34:52 2022,14155.0,13405.0,750.0,0.008872945007199195,0.009253696280118602,743.2375,742.575,0,0,0,0,0,0,

Mon Sep 12 17:34:53 2022,14155.0,13405.0,750.0,0.008973556567965108,0.009291549701722954,743.3875,742.625,0,0,0,0,0,0,

Mon Sep 12 17:34:54 2022,14165.0,13405.0,760.0,0.009071839648789617,0.009329191713334623,743.5375,742.675,0,0,0,0,0,0,

Mon Sep 12 17:34:55 2022,14165.0,13405.0,760.0,0.009333721266093928,0.009422480030388617,743.8125,742.7666666666667,0,0,0,0,0,0,

Mon Sep 12 17:34:56 2022,14165.0,13405.0,760.0,0.009591081538165057,0.009515308578507329,744.0875,742.8583333333333,0,0,0,0,0,0,

Mon Sep 12 17:34:57 2022,14165.0,13405.0,760.0,0.009843916306964578,0.009607674938908827,744.3625,742.95,0,0,0,0,0,0,

Mon Sep 12 17:34:58 2022,14165.0,13405.0,760.0,0.01009222184303944,0.009699576836912983,744.6375,743.0416666666666,0,0,0,0,0,0,

Mon Sep 12 17:34:59 2022,14165.0,13405.0,760.0,0.010335994813518486,0.009791012131271766,744.9125,743.1333333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:00 2022,14165.0,13405.0,760.0,0.010575232253016716,0.009881978804468783,745.1875,743.225,0,0,0,0,0,0,

Mon Sep 12 17:35:01 2022,14165.0,13405.0,760.0,0.010809931537135997,0.009972474953884324,745.4625,743.3166666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:02 2022,14164.0,13405.0,759.0,0.011040090358289126,0.010062498783734835,745.7375,743.4083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:03 2022,14164.0,13405.0,759.0,0.01124916404896681,0.010146468310520258,746.0,743.4958333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:04 2022,14164.0,13405.0,759.0,0.011453912489638967,0.010229986734655493,746.2625,743.5833333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:05 2022,14164.0,13405.0,759.0,0.011654333886933682,0.010313052527451006,746.525,743.6708333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:06 2022,14164.0,13405.0,759.0,0.01185042668692208,0.01039566424109589,746.7875,743.7583333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:07 2022,14164.0,13405.0,759.0,0.012042189559471289,0.010477820503440656,747.05,743.8458333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:08 2022,14164.0,13405.0,759.0,0.012229621383838757,0.010559520013193806,747.3125,743.9333333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:09 2022,14164.0,13405.0,759.0,0.0124127212353917,0.01064076153549345,747.575,744.0208333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:10 2022,14166.0,13405.0,761.0,0.012591488373347809,0.010721543897819352,747.8375,744.1083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:11 2022,14166.0,13405.0,761.0,0.012782031591442965,0.01080743510039958,748.1375,744.2083333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:12 2022,14166.0,13405.0,761.0,0.012967841193635483,0.010892874856693905,748.4375,744.3083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:13 2022,14166.0,13405.0,761.0,0.013148910608809097,0.010977859768746124,748.7375,744.4083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:15 2022,14166.0,13405.0,761.0,0.013325233723348446,0.01106238659267412,749.0375,744.5083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:16 2022,14166.0,13405.0,761.0,0.013496804854772186,0.011146452229878319,749.3375,744.6083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:17 2022,14166.0,13405.0,761.0,0.013663618727220083,0.011230053718868122,749.6375,744.7083333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:18 2022,14166.0,13405.0,761.0,0.013825670448639879,0.01131318822765497,749.9375,744.8083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:19 2022,14166.0,13405.0,761.0,0.013982955489534467,0.011395853046665487,750.2375,744.9083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:20 2022,14166.0,13405.0,761.0,0.014135469663143089,0.01147804558213265,750.5375,745.0083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:21 2022,14166.0,13405.0,761.0,0.014283209106942014,0.011559763349926795,750.8375,745.1083333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:22 2022,14166.0,13405.0,761.0,0.01442617026536072,0.011641003969791772,751.1375,745.2083333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:23 2022,14166.0,13405.0,761.0,0.01422576654291708,0.011609831822754782,751.6875,745.3916666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:24 2022,14166.0,13405.0,761.0,0.014020537019923299,0.011579089266938224,752.2375,745.575,0,0,0,0,0,0,

Mon Sep 12 17:35:25 2022,14166.0,13405.0,761.0,0.013810386251888023,0.011548740495050256,752.7875,745.7583333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:26 2022,14166.0,13405.0,761.0,0.013595222738987719,0.011518751024180042,753.3375,745.9416666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:27 2022,14166.0,13405.0,761.0,0.013505395045088511,0.01149469738073067,753.475,746.1208333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:28 2022,14166.0,13405.0,761.0,0.013415849970085924,0.011470896934696571,753.6125,746.3,0,0,0,0,0,0,

Mon Sep 12 17:35:29 2022,14166.0,13405.0,761.0,0.013326587302611808,0.01144732026081104,753.75,746.4791666666666,0,0,0,0,0,0,

Mon Sep 12 17:35:30 2022,14166.0,13405.0,761.0,0.013287163551340266,0.01146887020802701,753.925,746.625,0,0,0,0,0,0,

Mon Sep 12 17:35:31 2022,14165.0,13405.0,760.0,0.013246741507903722,0.011490271454203808,754.1,746.7708333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:32 2022,14165.0,13405.0,760.0,0.013188958465844891,0.011505953873466286,754.2625,746.9125,0,0,0,0,0,0,

Mon Sep 12 17:35:33 2022,14165.0,13405.0,760.0,0.013130391057210325,0.011521482269224979,754.425,747.0541666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:34 2022,14165.0,13405.0,760.0,0.013071039862638455,0.011536842373164099,754.5875,747.1958333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:35 2022,14165.0,13405.0,760.0,0.013010905462281697,0.01155202040149164,754.75,747.3375,0,0,0,0,0,0,

Mon Sep 12 17:35:36 2022,14165.0,13405.0,760.0,0.012949988435806945,0.011567003033680811,754.9125,747.4791666666666,0,0,0,0,0,0,

Mon Sep 12 17:35:37 2022,14166.0,13405.0,761.0,0.012888289362396055,0.011581777392364307,755.075,747.6208333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:39 2022,14166.0,13405.0,761.0,0.012842151441988593,0.011607507665321096,755.25,747.7625,0,0,0,0,0,0,

Mon Sep 12 17:35:40 2022,14166.0,13405.0,761.0,0.012795020793693048,0.011632945300818999,755.425,747.9041666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:41 2022,14166.0,13405.0,761.0,0.012746898182835453,0.01165807986234253,755.6,748.0458333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:42 2022,14166.0,13405.0,761.0,0.012697570639984253,0.01172232078083748,755.775,748.1583333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:43 2022,14165.0,13405.0,760.0,0.012647039052019264,0.011786000176602605,755.95,748.2708333333334,0,0,0,0,0,0,

Mon Sep 12 17:35:44 2022,14165.0,13405.0,760.0,0.012578980355126956,0.011843572685228954,756.1125,748.3791666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:45 2022,14165.0,13405.0,760.0,0.01250993073270694,0.011900605367827116,756.275,748.4875,0,0,0,0,0,0,

Mon Sep 12 17:35:46 2022,14167.0,13405.0,762.0,0.012439890882447308,0.011957096937315368,756.4375,748.5958333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:47 2022,14167.0,13405.0,762.0,0.01240148809416259,0.012024129292787749,756.625,748.7125,0,0,0,0,0,0,

Mon Sep 12 17:35:48 2022,14167.0,13405.0,762.0,0.012361673795068239,0.012090569309217198,756.8125,748.8291666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:49 2022,14167.0,13405.0,762.0,0.012320449068527936,0.012156415854554552,757.0,748.9458333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:50 2022,14167.0,13405.0,762.0,0.01227781499694481,0.012221667835559192,757.1875,749.0625,0,0,0,0,0,0,

Mon Sep 12 17:35:51 2022,14167.0,13405.0,762.0,0.012233772661762479,0.012286324196305147,757.375,749.1791666666667,0,0,0,0,0,0,

Mon Sep 12 17:35:52 2022,14167.0,13405.0,762.0,0.01218832314346608,0.01235038391675824,757.5625,749.2958333333333,0,0,0,0,0,0,

Mon Sep 12 17:35:53 2022,14167.0,13405.0,762.0,0.012141467521583304,0.01241384601142024,757.75,749.4125,0,0,0,0,0,0,

Mon Sep 12 17:35:54 2022,14167.0,13405.0,762.0,0.012093206874685423,0.01247670952803628,757.9375,749.5291666666667,0,0,0,0,0,0,

