1662541513.1620271,14021.0,13233.0,788.0,0.006621137121455839,784.825,14016,13218,14022,13233,
1662541514.2120872,14021.0,13233.0,788.0,0.006653428290484626,784.9583333333334,14016,13218,14022,13233,
1662541515.2641473,14021.0,13233.0,788.0,0.006684298712551405,785.0916666666667,14016,13218,14022,13233,
1662541516.3202076,14021.0,13233.0,788.0,0.006713748870149546,785.225,14016,13218,14022,13233,
1662541517.3782682,14021.0,13233.0,788.0,0.0067417792455266735,785.3583333333333,14016,13218,14022,13233,
1662541518.4343286,14021.0,13233.0,788.0,0.006768390320684837,785.4916666666667,14016,13217,14022,13233,
1662541519.4843886,14021.0,13233.0,788.0,0.006793582577380674,785.625,14015,13217,14021,13233,
1662541520.5344486,14021.0,13233.0,788.0,0.006817356497125577,785.7583333333333,14016,13217,14022,13233,
1662541521.5915093,14021.0,13233.0,788.0,0.006839712561185862,785.8916666666667,14016,13217,14022,13233,
1662541522.6445694,14021.0,13233.0,788.0,0.006860651250582934,786.025,14016,13217,14022,13233,
1662541523.7016296,14021.0,13233.0,788.0,0.006880173046093452,786.1583333333333,14016,13217,14022,13233,
1662541524.75469,14021.0,13233.0,788.0,0.006898278428249494,786.2916666666666,14016,13217,14022,13233,
1662541525.8147507,14021.0,13233.0,788.0,0.006914967877338728,786.425,14016,13217,14022,13233,
1662541526.8638108,14021.0,13233.0,788.0,0.00693024187340457,786.5583333333333,14017,13217,14022,13233,
1662541527.9208713,14021.0,13233.0,788.0,0.006944100896246358,786.6916666666667,14017,13217,14022,13233,
1662541528.968931,14021.0,13233.0,788.0,0.006956545425419511,786.825,14017,13217,14022,13233,
1662541530.0209913,14021.0,13233.0,788.0,0.0069675759402356985,786.9583333333334,14017,13217,14022,13233,
1662541531.0730515,14021.0,13233.0,788.0,0.006977192919763001,787.0916666666667,14017,13217,14022,13233,
1662541532.1231115,14021.0,13233.0,788.0,0.006985396842826081,787.225,14017,13217,14022,13233,
1662541533.1761718,14021.0,13233.0,788.0,0.006992188188006343,787.3583333333333,14017,13217,14022,13233,
1662541534.2262318,14021.0,13233.0,788.0,0.006997567433642099,787.4916666666667,14017,13217,14022,13233,
1662541535.2852924,14021.0,13233.0,788.0,0.007001535057828736,787.625,14017,13217,14022,13233,
1662541536.3483534,14021.0,13233.0,788.0,0.007004091538418878,787.7583333333333,14017,13217,14022,13233,
1662541537.4044137,14021.0,13233.0,788.0,0.00700523735302255,787.8916666666667,14017,13217,14022,13233,
1662541538.4714746,14021.0,13233.0,788.0,0.006850975317139431,787.9,14017,13217,14022,13233,
1662541539.5195346,14021.0,13233.0,788.0,0.00670270595036136,787.9083333333333,14017,13217,14022,13233,
1662541540.5815954,14021.0,13233.0,788.0,0.0065599710608839805,787.9166666666666,14017,13218,14022,13234,
1662541541.6436563,14021.0,13233.0,788.0,0.006422362364415908,787.925,14017,13218,14022,13234,
1662541542.6977165,14021.0,13233.0,788.0,0.006289514490061689,787.9333333333333,14015,13218,14022,13234,
1662541543.7387757,14021.0,13233.0,788.0,0.006161099169940266,787.9416666666667,14015,13218,14020,13234,
1662541544.7768354,14021.0,13233.0,788.0,0.006036820379997506,787.95,14015,13218,14020,13234,
1662541545.8188949,14021.0,13233.0,788.0,0.005916410251077443,787.9583333333334,14015,13219,14020,13235,
1662541546.8559542,14021.0,13233.0,788.0,0.005799625608236649,787.9666666666667,14015,13219,14020,13235,
1662541547.8920135,14021.0,13233.0,788.0,0.0056862450259233645,787.975,14013,13219,14018,13235,
1662541548.9320729,14021.0,13233.0,788.0,0.005576066309416347,787.9833333333333,14013,13219,14019,13235,
1662541549.9691322,14021.0,13233.0,788.0,0.005468904330565792,787.9916666666667,14013,13219,14019,13235,
1662541551.0061917,14021.0,13233.0,788.0,0.005364589159662771,788.0,14013,13219,14019,13235,
1662541552.0592518,14021.0,13233.0,788.0,0.0052526206575023715,788.0,14013,13219,14020,13235,
1662541553.1063118,14021.0,13233.0,788.0,0.00514356071574093,788.0,14013,13219,14020,13235,
1662541554.1533716,14021.0,13233.0,788.0,0.005037262051301984,788.0,14013,13219,14019,13235,
1662541555.2044315,14021.0,13233.0,788.0,0.004933588291992238,788.0,14013,13219,14020,13235,
1662541556.2554917,14021.0,13233.0,788.0,0.004832412924753688,788.0,14013,13219,14020,13235,
1662541557.3025517,14021.0,13233.0,788.0,0.004733618367661881,788.0,14013,13219,14020,13235,
1662541558.3526118,14021.0,13233.0,788.0,0.00463709514860037,788.0,14013,13219,14020,13235,
1662541559.4036717,14021.0,13233.0,788.0,0.004542741176226833,788.0,14012,13219,14019,13235,
1662541560.4497316,14021.0,13233.0,788.0,0.0044504610910595195,788.0,14011,13219,14019,13235,
1662541561.4997919,14021.0,13233.0,788.0,0.004360165686345053,788.0,14016,13219,14021,13235,
1662541562.549852,14021.0,13233.0,788.0,0.004271771389892402,788.0,14016,13219,14021,13235,
1662541563.5919113,14021.0,13233.0,788.0,0.004185199799330232,788.0,14016,13219,14021,13235,
1662541564.6369712,14021.0,13233.0,788.0,0.0041003772643115576,788.0,14013,13219,14018,13235,
1662541565.6900313,14021.0,13233.0,788.0,0.0040172345100874035,788.0,14013,13219,14018,13235,
1662541566.7400913,14021.0,13233.0,788.0,0.0039357062976294,788.0,14013,13219,14018,13235,
1662541567.7881513,14021.0,13233.0,788.0,0.003855731116124013,788.0,14013,13219,14018,13235,
1662541568.8352113,14021.0,13233.0,788.0,0.0037772509042076725,788.0,14013,13219,14018,13235,
1662541569.8852713,14021.0,13233.0,788.0,0.0037002107967784442,788.0,14013,13219,14018,13235,
